filename,Red,Green,Blue,Hue,Saturation,Value,Y,Cr,Cb,L,A,B,Hair_Red,Hair_Green,Hair_Blue,Eye_Red,Eye_Green,Eye_Blue,New Red,New Green,New Blue,label
winter52_flip_horizontal.png,187.0,139.0,130.0,21.0,80.0,187.0,153.0,153.0,115.0,158.0,145.0,140.0,45.0,31.0,32.0,84.0,60.0,63.0,225.0,181.0,175.0,3
winter53_flip_horizontal.png,157.0,117.0,95.0,11.0,102.0,157.0,126.0,150.0,110.0,134.0,141.0,146.0,38.0,33.0,34.0,89.0,63.0,54.0,204.0,159.0,137.0,3
winter51_flip_horizontal.png,192.0,136.0,113.0,9.0,106.0,192.0,150.0,158.0,107.0,157.0,146.0,149.0,33.0,20.0,17.0,81.0,55.0,49.0,234.0,176.0,153.0,3
winter57_flip_horizontal.png,182.0,126.0,107.0,10.0,109.0,183.0,140.0,158.0,109.0,147.0,148.0,147.0,117.0,80.0,58.0,97.0,64.0,60.0,228.0,165.0,146.0,3
winter56_flip_horizontal.png,198.0,162.0,151.0,10.0,64.0,198.0,171.0,147.0,117.0,176.0,140.0,139.0,25.0,25.0,32.0,105.0,87.0,91.0,234.0,208.0,197.0,3
winter55_flip_horizontal.png,192.0,157.0,148.0,11.0,62.0,192.0,166.0,146.0,117.0,172.0,140.0,138.0,25.0,24.0,28.0,90.0,73.0,74.0,224.0,203.0,201.0,3
winter54_flip_horizontal.png,170.0,127.0,108.0,10.0,98.0,170.0,138.0,151.0,111.0,145.0,142.0,145.0,59.0,51.0,55.0,82.0,52.0,44.0,221.0,191.0,175.0,3
winter52.png,187.0,139.0,130.0,20.0,80.0,187.0,152.0,153.0,115.0,158.0,145.0,140.0,46.0,31.0,33.0,93.0,68.0,71.0,227.0,181.0,174.0,3
winter59_flip_horizontal.png,185.0,154.0,144.0,11.0,63.0,185.0,162.0,144.0,118.0,168.0,138.0,138.0,48.0,45.0,54.0,60.0,46.0,45.0,228.0,212.0,210.0,3
winter53.png,159.0,119.0,97.0,11.0,101.0,159.0,128.0,150.0,110.0,136.0,141.0,146.0,37.0,32.0,32.0,84.0,59.0,51.0,204.0,164.0,143.0,3
winter58_flip_horizontal.png,182.0,153.0,148.0,48.0,58.0,182.0,161.0,143.0,121.0,166.0,138.0,135.0,18.0,18.0,22.0,53.0,42.0,44.0,246.0,229.0,231.0,3
winter51.png,192.0,136.0,114.0,9.0,106.0,192.0,150.0,158.0,107.0,157.0,146.0,149.0,33.0,21.0,18.0,84.0,56.0,51.0,234.0,176.0,153.0,3
winter68.png,165.0,124.0,111.0,8.0,86.0,165.0,135.0,149.0,114.0,142.0,142.0,142.0,27.0,18.0,17.0,68.0,50.0,47.0,204.0,163.0,150.0,3
winter54.png,169.0,126.0,106.0,10.0,100.0,169.0,136.0,151.0,111.0,143.0,142.0,146.0,61.0,54.0,59.0,94.0,62.0,53.0,221.0,189.0,172.0,3
winter55.png,192.0,157.0,148.0,11.0,61.0,192.0,166.0,146.0,118.0,172.0,140.0,138.0,25.0,24.0,28.0,90.0,73.0,74.0,224.0,203.0,201.0,3
winter69.png,153.0,107.0,87.0,16.0,114.0,154.0,119.0,153.0,110.0,126.0,144.0,146.0,60.0,32.0,18.0,66.0,43.0,39.0,205.0,153.0,131.0,3
winter57.png,183.0,126.0,107.0,10.0,108.0,183.0,141.0,158.0,109.0,148.0,148.0,147.0,118.0,81.0,58.0,99.0,67.0,62.0,227.0,165.0,147.0,3
winter56.png,198.0,162.0,151.0,10.0,64.0,198.0,171.0,147.0,117.0,176.0,140.0,139.0,25.0,25.0,32.0,108.0,89.0,93.0,234.0,208.0,197.0,3
