filename,Red,Green,Blue,Hue,Saturation,Value,Y,Cr,Cb,L,A,B,Hair_Red,Hair_Green,Hair_Blue,Eye_Red,Eye_Green,Eye_Blue,New Red,New Green,New Blue,label
fall88_flip_horizontal.png,199.0,166.0,154.0,12.0,62.0,199.0,175.0,145.0,117.0,179.0,138.0,139.0,105.0,84.0,63.0,70.0,61.0,59.0,246.0,223.0,220.0,2
fall62_flip_horizontal.png,190.0,148.0,129.0,10.0,90.0,190.0,159.0,151.0,111.0,164.0,141.0,144.0,33.0,35.0,37.0,77.0,54.0,46.0,252.0,229.0,216.0,2
fall91_flip_horizontal.png,191.0,172.0,164.0,25.0,41.0,191.0,177.0,138.0,121.0,182.0,134.0,135.0,35.0,34.0,32.0,80.0,75.0,72.0,241.0,228.0,226.0,2
fall62.png,190.0,148.0,129.0,10.0,91.0,190.0,158.0,151.0,111.0,163.0,141.0,144.0,33.0,35.0,37.0,74.0,52.0,44.0,252.0,229.0,216.0,2
fall76.png,197.0,141.0,122.0,7.0,101.0,197.0,155.0,158.0,109.0,161.0,147.0,146.0,28.0,20.0,19.0,76.0,43.0,37.0,246.0,187.0,170.0,2
fall89.png,211.0,155.0,131.0,9.0,98.0,211.0,169.0,158.0,107.0,176.0,146.0,149.0,82.0,58.0,45.0,114.0,72.0,67.0,234.0,187.0,168.0,2
fall88.png,200.0,167.0,155.0,12.0,62.0,200.0,175.0,146.0,116.0,180.0,138.0,139.0,105.0,84.0,63.0,82.0,72.0,69.0,246.0,223.0,220.0,2
fall77.png,172.0,137.0,118.0,16.0,85.0,174.0,145.0,147.0,113.0,152.0,139.0,143.0,59.0,53.0,46.0,67.0,54.0,48.0,217.0,185.0,171.0,2
fall63.png,166.0,130.0,111.0,10.0,89.0,166.0,139.0,148.0,112.0,145.0,139.0,144.0,17.0,13.0,13.0,77.0,55.0,47.0,225.0,188.0,168.0,2
fall89_flip_horizontal.png,211.0,154.0,130.0,9.0,98.0,211.0,169.0,158.0,106.0,175.0,146.0,149.0,83.0,59.0,45.0,108.0,67.0,61.0,233.0,184.0,163.0,2
fall90_flip_horizontal.png,205.0,148.0,129.0,8.0,96.0,205.0,163.0,158.0,109.0,169.0,147.0,147.0,35.0,22.0,21.0,124.0,85.0,80.0,239.0,185.0,167.0,2
fall63_flip_horizontal.png,166.0,130.0,111.0,10.0,89.0,166.0,139.0,148.0,112.0,145.0,139.0,144.0,17.0,14.0,14.0,88.0,63.0,55.0,225.0,188.0,168.0,2
fall60_flip_horizontal.png,203.0,163.0,144.0,10.0,79.0,203.0,173.0,150.0,112.0,178.0,140.0,144.0,35.0,23.0,16.0,101.0,79.0,69.0,241.0,206.0,194.0,2
fall93_flip_horizontal.png,179.0,146.0,141.0,21.0,60.0,179.0,156.0,145.0,120.0,161.0,140.0,135.0,87.0,62.0,56.0,70.0,56.0,56.0,224.0,200.0,200.0,2
fall79_flip_horizontal.png,175.0,127.0,114.0,7.0,92.0,175.0,140.0,153.0,113.0,146.0,145.0,142.0,32.0,24.0,24.0,84.0,51.0,45.0,220.0,168.0,162.0,2
fall75.png,176.0,123.0,112.0,15.0,97.0,176.0,138.0,155.0,114.0,144.0,147.0,142.0,32.0,22.0,22.0,70.0,41.0,39.0,221.0,165.0,164.0,2
fall61.png,168.0,139.0,124.0,10.0,68.0,168.0,146.0,144.0,116.0,153.0,137.0,140.0,106.0,85.0,76.0,108.0,90.0,83.0,202.0,177.0,164.0,2
fall92_flip_horizontal.png,209.0,143.0,114.0,9.0,117.0,209.0,159.0,163.0,102.0,166.0,150.0,154.0,40.0,28.0,25.0,109.0,58.0,46.0,232.0,181.0,157.0,2
fall60.png,201.0,161.0,142.0,10.0,81.0,201.0,171.0,150.0,112.0,176.0,140.0,144.0,35.0,22.0,15.0,101.0,78.0,69.0,241.0,206.0,194.0,2
fall74.png,188.0,147.0,138.0,16.0,70.0,188.0,158.0,149.0,116.0,164.0,142.0,139.0,49.0,44.0,47.0,80.0,62.0,64.0,242.0,205.0,198.0,2
fall61_flip_horizontal.png,168.0,139.0,124.0,10.0,68.0,168.0,146.0,144.0,116.0,153.0,137.0,140.0,108.0,87.0,77.0,106.0,88.0,81.0,202.0,177.0,164.0,2
fall78_flip_horizontal.png,179.0,149.0,127.0,13.0,79.0,180.0,156.0,145.0,112.0,162.0,136.0,144.0,106.0,80.0,61.0,88.0,74.0,69.0,225.0,203.0,185.0,2
fall67_flip_horizontal.png,186.0,136.0,122.0,7.0,90.0,186.0,149.0,154.0,112.0,156.0,145.0,143.0,68.0,43.0,31.0,95.0,72.0,70.0,229.0,184.0,169.0,2
fall94_flip_horizontal.png,163.0,120.0,99.0,9.0,104.0,163.0,130.0,152.0,111.0,137.0,143.0,146.0,40.0,30.0,24.0,84.0,59.0,51.0,223.0,182.0,160.0,2
fall70.png,157.0,124.0,112.0,8.0,79.0,157.0,133.0,146.0,116.0,139.0,139.0,140.0,30.0,23.0,21.0,86.0,63.0,59.0,214.0,175.0,168.0,2
fall64.png,171.0,130.0,112.0,11.0,93.0,171.0,140.0,150.0,113.0,146.0,142.0,144.0,88.0,61.0,48.0,72.0,48.0,40.0,209.0,177.0,169.0,2
fall58.png,152.0,109.0,94.0,8.0,103.0,152.0,120.0,151.0,113.0,127.0,143.0,143.0,28.0,21.0,20.0,75.0,54.0,48.0,214.0,165.0,151.0,2
fall95_flip_horizontal.png,191.0,145.0,122.0,10.0,101.0,191.0,156.0,153.0,109.0,162.0,143.0,147.0,30.0,26.0,22.0,95.0,73.0,64.0,252.0,225.0,209.0,2
fall59.png,199.0,156.0,145.0,7.0,73.0,199.0,167.0,150.0,116.0,173.0,143.0,140.0,50.0,26.0,21.0,88.0,66.0,65.0,238.0,204.0,198.0,2
fall66_flip_horizontal.png,186.0,149.0,130.0,12.0,80.0,186.0,158.0,148.0,112.0,165.0,139.0,144.0,25.0,15.0,12.0,76.0,62.0,58.0,219.0,185.0,166.0,2
fall65.png,196.0,146.0,123.0,9.0,97.0,196.0,158.0,155.0,108.0,164.0,144.0,148.0,40.0,32.0,30.0,100.0,70.0,63.0,235.0,181.0,156.0,2
fall71.png,160.0,109.0,88.0,9.0,120.0,160.0,122.0,155.0,109.0,129.0,146.0,148.0,24.0,20.0,12.0,68.0,40.0,34.0,211.0,159.0,137.0,2
fall65_flip_horizontal.png,195.0,146.0,123.0,9.0,97.0,195.0,158.0,155.0,108.0,164.0,144.0,148.0,40.0,31.0,30.0,95.0,66.0,60.0,235.0,181.0,156.0,2
fall96_flip_horizontal.png,149.0,118.0,106.0,11.0,78.0,149.0,126.0,145.0,117.0,132.0,139.0,139.0,28.0,23.0,24.0,95.0,76.0,75.0,194.0,167.0,163.0,2
fall67.png,186.0,137.0,122.0,7.0,90.0,186.0,150.0,154.0,112.0,156.0,145.0,143.0,67.0,43.0,31.0,90.0,68.0,66.0,229.0,184.0,170.0,2
fall73.png,213.0,160.0,131.0,11.0,102.0,213.0,172.0,157.0,105.0,178.0,144.0,151.0,139.0,94.0,67.0,94.0,60.0,46.0,251.0,211.0,184.0,2
fall72.png,184.0,125.0,108.0,7.0,111.0,184.0,141.0,159.0,109.0,147.0,149.0,147.0,23.0,13.0,12.0,77.0,46.0,42.0,231.0,167.0,152.0,2
fall66.png,185.0,148.0,129.0,12.0,81.0,185.0,157.0,148.0,112.0,163.0,139.0,144.0,24.0,14.0,11.0,76.0,62.0,58.0,220.0,184.0,164.0,2
fall97_flip_horizontal.png,163.0,114.0,90.0,10.0,118.0,163.0,126.0,155.0,108.0,133.0,145.0,149.0,33.0,20.0,13.0,86.0,51.0,40.0,213.0,169.0,145.0,2
fall64_flip_horizontal.png,169.0,128.0,112.0,11.0,94.0,169.0,139.0,150.0,113.0,145.0,142.0,143.0,87.0,60.0,47.0,74.0,48.0,40.0,209.0,177.0,169.0,2
fall54_flip_horizontal.png,199.0,151.0,119.0,12.0,104.0,199.0,162.0,154.0,104.0,168.0,142.0,152.0,48.0,40.0,34.0,106.0,79.0,64.0,239.0,197.0,170.0,2
fall57.png,167.0,128.0,114.0,8.0,84.0,167.0,138.0,148.0,114.0,144.0,141.0,141.0,40.0,32.0,31.0,69.0,50.0,45.0,218.0,178.0,165.0,2
fall80.png,182.0,129.0,121.0,13.0,89.0,182.0,144.0,155.0,115.0,149.0,148.0,140.0,39.0,26.0,28.0,89.0,57.0,60.0,237.0,181.0,179.0,2
fall94.png,164.0,120.0,99.0,9.0,104.0,164.0,131.0,152.0,110.0,138.0,143.0,146.0,41.0,30.0,25.0,83.0,60.0,51.0,223.0,182.0,160.0,2
fall95.png,190.0,144.0,121.0,10.0,101.0,190.0,155.0,153.0,109.0,161.0,143.0,147.0,29.0,26.0,22.0,89.0,68.0,59.0,252.0,225.0,209.0,2
fall81.png,195.0,156.0,138.0,10.0,80.0,195.0,166.0,149.0,112.0,171.0,140.0,143.0,33.0,21.0,16.0,95.0,78.0,73.0,241.0,211.0,198.0,2
fall56.png,205.0,172.0,162.0,12.0,55.0,205.0,181.0,146.0,117.0,186.0,139.0,138.0,47.0,38.0,40.0,115.0,93.0,93.0,244.0,217.0,207.0,2
fall55_flip_horizontal.png,157.0,115.0,103.0,20.0,90.0,157.0,126.0,150.0,115.0,133.0,143.0,141.0,55.0,43.0,53.0,104.0,75.0,74.0,217.0,171.0,154.0,2
fall56_flip_horizontal.png,205.0,171.0,161.0,13.0,56.0,205.0,180.0,146.0,118.0,185.0,139.0,138.0,48.0,39.0,41.0,120.0,97.0,96.0,244.0,217.0,207.0,2
fall68.png,154.0,121.0,114.0,23.0,77.0,154.0,130.0,145.0,119.0,135.0,140.0,137.0,41.0,28.0,27.0,57.0,38.0,35.0,210.0,180.0,183.0,2
fall54.png,198.0,151.0,119.0,12.0,104.0,198.0,161.0,154.0,104.0,168.0,142.0,152.0,47.0,40.0,33.0,110.0,82.0,66.0,239.0,196.0,168.0,2
fall97.png,163.0,114.0,90.0,10.0,118.0,163.0,126.0,155.0,108.0,133.0,145.0,149.0,33.0,20.0,13.0,83.0,48.0,37.0,213.0,169.0,145.0,2
fall83.png,156.0,103.0,80.0,9.0,129.0,156.0,116.0,156.0,107.0,124.0,147.0,150.0,88.0,49.0,28.0,82.0,50.0,41.0,213.0,156.0,131.0,2
fall82.png,166.0,137.0,120.0,25.0,73.0,166.0,144.0,144.0,114.0,149.0,137.0,141.0,21.0,15.0,17.0,52.0,42.0,41.0,236.0,206.0,178.0,2
fall96.png,150.0,118.0,106.0,11.0,80.0,150.0,126.0,145.0,117.0,132.0,139.0,139.0,28.0,22.0,24.0,91.0,73.0,72.0,194.0,167.0,163.0,2
fall55.png,157.0,115.0,103.0,19.0,90.0,157.0,126.0,150.0,115.0,133.0,143.0,141.0,55.0,43.0,52.0,104.0,75.0,75.0,218.0,168.0,150.0,2
fall69.png,167.0,123.0,105.0,9.0,98.0,167.0,134.0,152.0,112.0,140.0,143.0,144.0,28.0,22.0,22.0,88.0,66.0,61.0,238.0,184.0,166.0,2
fall57_flip_horizontal.png,167.0,128.0,114.0,8.0,83.0,167.0,138.0,148.0,114.0,145.0,141.0,141.0,37.0,29.0,28.0,72.0,52.0,47.0,218.0,178.0,165.0,2
fall51_flip_horizontal.png,216.0,154.0,139.0,7.0,92.0,216.0,171.0,160.0,110.0,176.0,149.0,145.0,61.0,45.0,38.0,128.0,84.0,79.0,253.0,191.0,181.0,2
fall51.png,215.0,154.0,139.0,7.0,92.0,215.0,171.0,160.0,110.0,176.0,149.0,145.0,61.0,44.0,38.0,124.0,81.0,76.0,253.0,191.0,181.0,2
fall79.png,174.0,127.0,114.0,7.0,92.0,174.0,139.0,153.0,114.0,146.0,145.0,142.0,35.0,27.0,26.0,75.0,45.0,40.0,220.0,168.0,162.0,2
fall92.png,209.0,143.0,115.0,9.0,117.0,209.0,160.0,163.0,103.0,167.0,150.0,154.0,40.0,28.0,25.0,104.0,53.0,42.0,233.0,183.0,160.0,2
fall86.png,204.0,142.0,114.0,10.0,114.0,204.0,158.0,161.0,103.0,165.0,148.0,153.0,182.0,146.0,108.0,116.0,79.0,73.0,222.0,174.0,154.0,2
fall87.png,165.0,120.0,95.0,11.0,111.0,165.0,131.0,153.0,108.0,138.0,142.0,149.0,45.0,30.0,24.0,69.0,49.0,43.0,219.0,166.0,138.0,2
fall93.png,181.0,147.0,143.0,21.0,59.0,181.0,157.0,145.0,120.0,162.0,140.0,136.0,85.0,61.0,55.0,68.0,54.0,55.0,224.0,200.0,200.0,2
fall78.png,180.0,150.0,127.0,13.0,79.0,180.0,156.0,145.0,112.0,163.0,136.0,144.0,106.0,80.0,61.0,90.0,77.0,72.0,225.0,203.0,185.0,2
fall52.png,199.0,168.0,164.0,34.0,49.0,199.0,177.0,144.0,121.0,181.0,139.0,134.0,63.0,49.0,56.0,94.0,75.0,77.0,239.0,222.0,224.0,2
fall53_flip_horizontal.png,192.0,136.0,117.0,9.0,103.0,192.0,151.0,158.0,109.0,157.0,147.0,147.0,85.0,48.0,37.0,78.0,55.0,52.0,234.0,182.0,165.0,2
fall85.png,198.0,136.0,102.0,11.0,126.0,198.0,151.0,162.0,101.0,158.0,148.0,156.0,195.0,154.0,113.0,109.0,57.0,45.0,228.0,179.0,151.0,2
fall91.png,191.0,171.0,164.0,25.0,42.0,191.0,176.0,138.0,121.0,182.0,134.0,135.0,35.0,34.0,33.0,70.0,65.0,63.0,241.0,228.0,226.0,2
fall90.png,206.0,149.0,130.0,8.0,95.0,206.0,164.0,158.0,109.0,170.0,147.0,147.0,34.0,21.0,20.0,130.0,90.0,85.0,239.0,184.0,167.0,2
fall84.png,201.0,168.0,141.0,14.0,83.0,201.0,175.0,147.0,109.0,180.0,137.0,147.0,125.0,97.0,62.0,93.0,73.0,59.0,249.0,233.0,214.0,2
fall53.png,192.0,136.0,118.0,10.0,103.0,192.0,151.0,157.0,109.0,157.0,147.0,146.0,87.0,51.0,40.0,72.0,49.0,47.0,234.0,182.0,165.0,2
fall52_flip_horizontal.png,199.0,169.0,165.0,33.0,49.0,199.0,177.0,144.0,121.0,182.0,139.0,134.0,63.0,50.0,56.0,95.0,77.0,79.0,239.0,222.0,224.0,2
fall58_flip_horizontal.png,152.0,109.0,94.0,8.0,103.0,152.0,120.0,151.0,113.0,126.0,143.0,143.0,28.0,21.0,19.0,76.0,55.0,47.0,214.0,165.0,151.0,2
fall59_flip_horizontal.png,198.0,155.0,145.0,7.0,73.0,198.0,167.0,150.0,116.0,172.0,143.0,140.0,50.0,27.0,22.0,88.0,67.0,65.0,238.0,204.0,198.0,2
